year,position,player,sum_of_strokes,round_number,hole_number
2019,NA,"KOEPKA, Brooks",4,3,15
2019,NA,"KOEPKA, Brooks",4,4,15
2019,NA,"KUCHAR, Matt",3,1,15
2019,NA,"KUCHAR, Matt",4,2,15
2019,NA,"KUCHAR, Matt",3,3,15
2019,NA,"KUCHAR, Matt",3,4,15
2019,NA,"LAHIRI, Anirban",4,1,15
2019,NA,"LAHIRI, Anirban",3,2,15
2019,NA,"LASHLEY, Nate",4,1,15
2019,NA,"LASHLEY, Nate",4,2,15
2019,NA,"LASHLEY, Nate",4,3,15
2019,NA,"LASHLEY, Nate",5,4,15
2019,NA,"LEE, K.H.",4,1,15
2019,NA,"LEE, K.H.",4,2,15
2019,NA,"LEE, Richard",4,1,15
2019,NA,"LEE, Richard",4,2,15
2019,NA,"LEISHMAN, Marc",4,1,15
2019,NA,"LEISHMAN, Marc",4,2,15
2019,NA,"LEISHMAN, Marc",4,3,15
2019,NA,"LEISHMAN, Marc",3,4,15
2019,NA,"LI, Haotong",3,1,15
2019,NA,"LI, Haotong",3,2,15
2019,NA,"LI, Haotong",3,3,15
2019,NA,"LI, Haotong",5,4,15
2019,NA,"LIST, Luke",5,1,15
2019,NA,"LIST, Luke",5,2,15
2019,NA,"LOWRY, Shane",4,1,15
2019,NA,"LOWRY, Shane",4,2,15
2019,NA,"LOWRY, Shane",4,3,15
2019,NA,"LOWRY, Shane",4,4,15
2019,NA,"MATSUYAMA, Hideki",4,1,15
2019,NA,"MATSUYAMA, Hideki",4,2,15
2019,NA,"MATSUYAMA, Hideki",3,3,15
2019,NA,"MATSUYAMA, Hideki",3,4,15
2019,NA,"MCDANIEL, Chip",4,1,15
2019,NA,"MCDANIEL, Chip",5,2,15
2019,NA,"MCDANIEL, Chip",7,3,15
2019,NA,"MCDANIEL, Chip",4,4,15
2019,NA,"MCDOWELL, Graeme",4,1,15
2019,NA,"MCDOWELL, Graeme",4,2,15
2019,NA,"MCDOWELL, Graeme",4,3,15
2019,NA,"MCDOWELL, Graeme",3,4,15
2019,NA,"MCILROY, Rory",4,1,15
2019,NA,"MCILROY, Rory",3,2,15
2019,NA,"MCILROY, Rory",3,3,15
2019,NA,"MCILROY, Rory",4,4,15
2019,NA,"MICKELSON, Phil",4,1,15
2019,NA,"MICKELSON, Phil",5,2,15
2019,NA,"MICKELSON, Phil",4,3,15
2019,NA,"MICKELSON, Phil",4,4,15
2019,NA,"MITCHELL, Keith",4,1,15
2019,NA,"MITCHELL, Keith",4,2,15
2019,NA,"MOLINARI, Francesco",4,1,15
2019,NA,"MOLINARI, Francesco",4,2,15
2019,NA,"MOLINARI, Francesco",4,3,15
2019,NA,"MOLINARI, Francesco",4,4,15
2019,NA,"MORIKAWA, Collin",3,1,15
2019,NA,"MORIKAWA, Collin",5,2,15
2019,NA,"MORIKAWA, Collin",4,3,15
2019,NA,"MORIKAWA, Collin",4,4,15
2019,NA,"NA, Kevin",3,1,15
2019,NA,"NA, Kevin",4,2,15
2019,NA,"NAUMEC, Matthew",4,1,15
2019,NA,"NAUMEC, Matthew",6,2,15
2019,NA,"NOREN, Alex",4,1,15
2019,NA,"NOREN, Alex",4,2,15
2019,NA,"NORTON, Noah (a)",4,1,15
2019,NA,"NORTON, Noah (a)",4,2,15
2019,NA,"O'CONNELL, Kevin (a)",5,1,15
2019,NA,"O'CONNELL, Kevin (a)",4,2,15
2019,NA,"OLESEN, Thorbjorn",4,1,15
2019,NA,"OLESEN, Thorbjorn",4,2,15
2019,NA,"OOSTHUIZEN, Louis",4,1,15
2019,NA,"OOSTHUIZEN, Louis",3,2,15
2019,NA,"OOSTHUIZEN, Louis",3,3,15
2019,NA,"OOSTHUIZEN, Louis",4,4,15
2019,NA,"OPPENHEIM, Rob",4,1,15
2019,NA,"OPPENHEIM, Rob",4,2,15
2019,NA,"ORTIZ, Carlos",4,1,15
2019,NA,"ORTIZ, Carlos",4,2,15
2019,NA,"ORTIZ, Carlos",4,3,15
2019,NA,"ORTIZ, Carlos",4,4,15
2019,NA,"PAN, C.T.",3,1,15
2019,NA,"PAN, C.T.",4,2,15
2019,NA,"PARATORE, Renato",4,1,15
2019,NA,"PARATORE, Renato",3,2,15
2019,NA,"PARZIALE, Matt (a)",3,1,15
2019,NA,"PARZIALE, Matt (a)",4,2,15
2019,NA,"PAVON, Matthieu",4,1,15
2019,NA,"PAVON, Matthieu",4,2,15
2019,NA,"PEREIRA, Guillermo",4,1,15
2019,NA,"PEREIRA, Guillermo",4,2,15
2019,NA,"PIERCY, Scott",4,1,15
2019,NA,"PIERCY, Scott",4,2,15
2019,NA,"PIERCY, Scott",4,3,15
2019,NA,"PIERCY, Scott",4,4,15
2019,NA,"PIETERS, Thomas",5,1,15
2019,NA,"PIETERS, Thomas",4,2,15
2019,NA,"POPE, Andy",3,1,15
2019,NA,"POPE, Andy",4,2,15
2019,NA,"POPE, Andy",4,3,15
2019,NA,"POPE, Andy",4,4,15
2019,NA,"POULTER, Ian",6,1,15
2019,NA,"POULTER, Ian",5,2,15
2019,NA,"PRUGH, Alex",4,1,15
2019,NA,"PRUGH, Alex",4,2,15
2019,NA,"PRUGH, Alex",4,3,15
2019,NA,"PRUGH, Alex",4,4,15
2019,NA,"PUTNAM, Andrew",5,1,15
2019,NA,"PUTNAM, Andrew",4,2,15
2019,NA,"PUTNAM, Andrew",5,3,15
2019,NA,"PUTNAM, Andrew",5,4,15
2019,NA,"RAHM, Jon",4,1,15
2019,NA,"RAHM, Jon",4,2,15
2019,NA,"RAHM, Jon",3,3,15
2019,NA,"RAHM, Jon",5,4,15
2019,NA,"REAVIE, Chez",4,1,15
2019,NA,"REAVIE, Chez",4,2,15
2019,NA,"REAVIE, Chez",4,3,15
2019,NA,"REAVIE, Chez",4,4,15
2019,NA,"REBULA, Jovan (a)",3,1,15
2019,NA,"REBULA, Jovan (a)",4,2,15
2019,NA,"REED, Patrick",4,1,15
2019,NA,"REED, Patrick",4,2,15
2019,NA,"REED, Patrick",5,3,15
2019,NA,"REED, Patrick",3,4,15
2019,NA,"ROSE, Justin",4,1,15
2019,NA,"ROSE, Justin",3,2,15
2019,NA,"ROSE, Justin",4,3,15
2019,NA,"ROSE, Justin",5,4,15
2019,NA,"SABBATINI, Rory",4,1,15
2019,NA,"SABBATINI, Rory",4,2,15
2019,NA,"SABBATINI, Rory",5,3,15
2019,NA,"SABBATINI, Rory",4,4,15
2019,NA,"SAUNDERS, Sam",4,1,15
2019,NA,"SAUNDERS, Sam",3,2,15
2019,NA,"SCHAUFFELE, Xander",3,1,15
2019,NA,"SCHAUFFELE, Xander",4,2,15
2019,NA,"SCHAUFFELE, Xander",4,3,15
2019,NA,"SCHAUFFELE, Xander",4,4,15
2019,NA,"SCHEFFLER, Scottie",4,1,15
2019,NA,"SCHEFFLER, Scottie",6,2,15
2019,NA,"SCHNIEDERJANS, Ollie",4,1,15
2019,NA,"SCHNIEDERJANS, Ollie",4,2,15
2019,NA,"SCOTT, Adam",4,1,15
2019,NA,"SCOTT, Adam",3,2,15
2019,NA,"SCOTT, Adam",4,3,15
2019,NA,"SCOTT, Adam",4,4,15
2019,NA,"SHIEH, Hayden",4,1,15
2019,NA,"SHIEH, Hayden",4,2,15
2019,NA,"SIMPSON, Webb",4,1,15
2019,NA,"SIMPSON, Webb",4,2,15
2019,NA,"SIMPSON, Webb",3,3,15
2019,NA,"SIMPSON, Webb",4,4,15
2019,NA,"SLATTERY, Lee",4,1,15
2019,NA,"SLATTERY, Lee",3,2,15
2019,NA,"SMITH, Cameron",4,1,15
2019,NA,"SMITH, Cameron",4,2,15
2019,NA,"SMITH, Cameron",4,3,15
2019,NA,"SMITH, Cameron",4,4,15
2019,NA,"SNEDEKER, Brandt",4,1,15
2019,NA,"SNEDEKER, Brandt",3,2,15
2019,NA,"SNEDEKER, Brandt",4,3,15
2019,NA,"SNEDEKER, Brandt",5,4,15
2019,NA,"SORDET, Clement",4,1,15
2019,NA,"SORDET, Clement",4,2,15
2019,NA,"SORDET, Clement",4,3,15
2019,NA,"SORDET, Clement",5,4,15
2019,NA,"SPIETH, Jordan",4,1,15
2019,NA,"SPIETH, Jordan",4,2,15
2019,NA,"SPIETH, Jordan",4,3,15
2019,NA,"SPIETH, Jordan",4,4,15
2019,NA,"STANLEY, Kyle",4,1,15
2019,NA,"STANLEY, Kyle",4,2,15
2019,NA,"STANLEY, Kyle",4,3,15
2019,NA,"STANLEY, Kyle",4,4,15
2019,NA,"STENSON, Henrik",4,1,15
2019,NA,"STENSON, Henrik",3,2,15
2019,NA,"STENSON, Henrik",4,3,15
2019,NA,"STENSON, Henrik",5,4,15
2019,NA,"STRAKA, Sepp",4,1,15
2019,NA,"STRAKA, Sepp",4,2,15
2019,NA,"STRAKA, Sepp",4,3,15
2019,NA,"STRAKA, Sepp",4,4,15
2019,NA,"STUARD, Brian",4,1,15
2019,NA,"STUARD, Brian",3,2,15
2019,NA,"STUARD, Brian",4,3,15
2019,NA,"STUARD, Brian",4,4,15
2019,NA,"SULLIVAN, Ryan",5,1,15
2019,NA,"SULLIVAN, Ryan",4,2,15
2019,NA,"TARREN, Callum",5,1,15
2019,NA,"TARREN, Callum",4,2,15
2019,NA,"TAYLOR, Nick",5,1,15
2019,NA,"TAYLOR, Nick",4,2,15
2019,NA,"TAYLOR, Nick",4,3,15
2019,NA,"TAYLOR, Nick",3,4,15
2019,NA,"THOMAS, Justin",5,1,15
2019,NA,"THOMAS, Justin",4,2,15
2019,NA,"THORBJORNSEN, Michael",4,1,15
2019,NA,"THORBJORNSEN, Michael",5,2,15
2019,NA,"THORBJORNSEN, Michael",5,3,15
2019,NA,"THORBJORNSEN, Michael",4,4,15
2019,NA,"TIBBITS, Spencer (a)",4,1,15
2019,NA,"TIBBITS, Spencer (a)",5,2,15
2019,NA,"TODD, Brendon",4,1,15
2019,NA,"TODD, Brendon",5,2,15
2019,NA,"TOMS, David",3,1,15
2019,NA,"TOMS, David",4,2,15
2019,NA,"VAN ROOYEN,",6,1,15
2019,NA,"VAN ROOYEN,",4,2,15
2019,NA,"VAN ROOYEN,",4,3,15
2019,NA,"VAN ROOYEN,",5,4,15
2019,NA,"VEGAS, Jhonattan",6,1,15
2019,NA,"VEGAS, Jhonattan",4,2,15
2019,NA,"WALKER, Jimmy",6,1,15
2019,NA,"WALKER, Jimmy",4,2,15
2019,NA,"WALLACE, Matt",4,1,15
2019,NA,"WALLACE, Matt",5,2,15
2019,NA,"WALLACE, Matt",4,3,15
2019,NA,"WALLACE, Matt",5,4,15
2019,NA,"WALTERS, Justin",5,1,15
2019,NA,"WALTERS, Justin",4,2,15
2019,NA,"WALTERS, Justin",3,3,15
2019,NA,"WALTERS, Justin",4,4,15
2019,NA,"WATSON, Bubba",4,1,15
2019,NA,"WATSON, Bubba",5,2,15
2019,NA,"WEIR, Mike",5,1,15
2019,NA,"WEIR, Mike",4,2,15
2019,NA,"WIESBERGER, Bernd",4,1,15
2019,NA,"WIESBERGER, Bernd",3,2,15
2019,NA,"WIESBERGER, Bernd",4,3,15
2019,NA,"WIESBERGER, Bernd",4,4,15
2019,NA,"WILLETT, Danny",3,1,15
2019,NA,"WILLETT, Danny",4,2,15
2019,NA,"WILLETT, Danny",4,3,15
2019,NA,"WILLETT, Danny",5,4,15
2019,NA,"WISE, Aaron",3,1,15
2019,NA,"WISE, Aaron",4,2,15
2019,NA,"WISE, Aaron",6,3,15
2019,NA,"WISE, Aaron",4,4,15
2019,NA,"WOODLAND, Gary",4,1,15
2019,NA,"WOODLAND, Gary",4,2,15
2019,NA,"WOODLAND, Gary",4,3,15
2019,NA,"WOODLAND, Gary",4,4,15
2019,NA,"WOODS, Tiger",4,1,15
2019,NA,"WOODS, Tiger",4,2,15
2019,NA,"WOODS, Tiger",5,3,15
2019,NA,"WOODS, Tiger",4,4,15
2019,NA,"WU, Brandon",4,1,15
2019,NA,"WU, Brandon",3,2,15
2019,NA,"WU, Brandon",4,3,15
2019,NA,"WU, Brandon",5,4,15
2019,NA,"YOUNG, Cameron (a)",5,1,15
2019,NA,"YOUNG, Cameron (a)",4,2,15
2019,NA,"YU, Kevin (a)",3,1,15
2019,NA,"YU, Kevin (a)",4,2,15
2019,NA,"AN, Byeong",4,1,16
2019,NA,"AN, Byeong",4,2,16
2019,NA,"AN, Byeong",4,3,16
2019,NA,"AN, Byeong",4,4,16
2019,NA,"ANCER, Abraham",4,1,16
2019,NA,"ANCER, Abraham",3,2,16
2019,NA,"ANCER, Abraham",4,3,16
2019,NA,"ANCER, Abraham",6,4,16
2019,NA,"APHIBARNRAT, Kiradech",6,1,16
2019,NA,"APHIBARNRAT, Kiradech",5,2,16
2019,NA,"ARENDELL, Connor",4,1,16
2019,NA,"ARENDELL, Connor",3,2,16
2019,NA,"ARNAUS, Adri",4,1,16
2019,NA,"ARNAUS, Adri",5,2,16
2019,NA,"ARNAUS, Adri",5,3,16
2019,NA,"ARNAUS, Adri",4,4,16
2019,NA,"BADDELEY, Aaron",4,1,16
2019,NA,"BADDELEY, Aaron",5,2,16
2019,NA,"BERGER, Daniel",3,1,16
2019,NA,"BERGER, Daniel",3,2,16
2019,NA,"BERGER, Daniel",4,3,16
2019,NA,"BERGER, Daniel",4,4,16
2019,NA,"BJERREGAARD, Lucas",4,1,16
2019,NA,"BJERREGAARD, Lucas",3,2,16
2019,NA,"BLAIR, Zac",6,1,16
2019,NA,"BLAIR, Zac",3,2,16
2019,NA,"BLING, Devon (a)",4,1,16
2019,NA,"BLING, Devon (a)",4,2,16
2019,NA,"BRADLEY, Keegan",5,1,16
2019,NA,"BRADLEY, Keegan",4,2,16
2019,NA,"BRAMLETT, Joseph",4,1,16
2019,NA,"BRAMLETT, Joseph",5,2,16
2019,NA,"BREMNER, Merrick",4,1,16
2019,NA,"BREMNER, Merrick",4,2,16
2019,NA,"BURMESTER, Dean",5,1,16
2019,NA,"BURMESTER, Dean",4,2,16
2019,NA,"CABRERA BELLO,",4,1,16
2019,NA,"CABRERA BELLO,",4,2,16
2019,NA,"CABRERA BELLO,",5,3,16
2019,NA,"CABRERA BELLO,",4,4,16
2019,NA,"CANTLAY, Patrick",5,1,16
2019,NA,"CANTLAY, Patrick",3,2,16
2019,NA,"CANTLAY, Patrick",3,3,16
2019,NA,"CANTLAY, Patrick",4,4,16
2019,NA,"CASEY, Paul",4,1,16
2019,NA,"CASEY, Paul",4,2,16
2019,NA,"CASEY, Paul",3,3,16
2019,NA,"CASEY, Paul",3,4,16
2019,NA,"CASTRO, Roberto",5,1,16
2019,NA,"CASTRO, Roberto",4,2,16
2019,NA,"DAHMEN, Joel",5,1,16
2019,NA,"DAHMEN, Joel",3,2,16
2019,NA,"DANIELSON, Charlie",4,1,16
2019,NA,"DANIELSON, Charlie",4,2,16
2019,NA,"DANIELSON, Charlie",3,3,16
2019,NA,"DANIELSON, Charlie",4,4,16
2019,NA,"DAVIS, Brian",4,1,16
2019,NA,"DAVIS, Brian",4,2,16
2019,NA,"DAY, Jason",4,1,16
2019,NA,"DAY, Jason",4,2,16
2019,NA,"DAY, Jason",4,3,16
2019,NA,"DAY, Jason",3,4,16
2019,NA,"DECHAMBEAU, Bryson",3,1,16
2019,NA,"DECHAMBEAU, Bryson",5,2,16
2019,NA,"DECHAMBEAU, Bryson",4,3,16
2019,NA,"DECHAMBEAU, Bryson",3,4,16
2019,NA,"DIETRICH, Eric",4,1,16
2019,NA,"DIETRICH, Eric",4,2,16
2019,NA,"DONALD, Luke",3,1,16
2019,NA,"DONALD, Luke",4,2,16
2019,NA,"DONALD, Luke",5,3,16
2019,NA,"DONALD, Luke",4,4,16
2019,NA,"DREWITT, Brett",4,1,16
2019,NA,"DREWITT, Brett",5,2,16
2019,NA,"DUFNER, Jason",3,1,16
2019,NA,"DUFNER, Jason",4,2,16
2019,NA,"DUFNER, Jason",4,3,16
2019,NA,"DUFNER, Jason",5,4,16
2019,NA,"EATON, Chandler",3,1,16
2019,NA,"EATON, Chandler",3,2,16
2019,NA,"EATON, Chandler",4,3,16
2019,NA,"EATON, Chandler",4,4,16
2019,NA,"ECKROAT, Austin (a)",4,1,16
2019,NA,"ECKROAT, Austin (a)",4,2,16
2019,NA,"ELS, Ernie",5,1,16
2019,NA,"ELS, Ernie",4,2,16
2019,NA,"ENGLISH, Harris",4,1,16
2019,NA,"ENGLISH, Harris",5,2,16
2019,NA,"ENGLISH, Harris",4,3,16
2019,NA,"ENGLISH, Harris",4,4,16
2019,NA,"ENOCH, Rhys",5,1,16
2019,NA,"ENOCH, Rhys",3,2,16
2019,NA,"ENOCH, Rhys",5,3,16
2019,NA,"ENOCH, Rhys",4,4,16
2019,NA,"ETULAIN, Julian",4,1,16
2019,NA,"ETULAIN, Julian",4,2,16
2019,NA,"FINAU, Tony",5,1,16
2019,NA,"FINAU, Tony",4,2,16
2019,NA,"FITZPATRICK, Matt",4,1,16
2019,NA,"FITZPATRICK, Matt",4,2,16
2019,NA,"FITZPATRICK, Matt",4,3,16
2019,NA,"FITZPATRICK, Matt",4,4,16
2019,NA,"FLEETWOOD, Tommy",4,1,16
2019,NA,"FLEETWOOD, Tommy",3,2,16
2019,NA,"FLEETWOOD, Tommy",3,3,16
2019,NA,"FLEETWOOD, Tommy",3,4,16
2019,NA,"FOWLER, Rickie",4,1,16
2019,NA,"FOWLER, Rickie",4,2,16
2019,NA,"FOWLER, Rickie",4,3,16
2019,NA,"FOWLER, Rickie",4,4,16
2019,NA,"FOX, Ryan",5,1,16
2019,NA,"FOX, Ryan",4,2,16
2019,NA,"FRASER, Marcus",4,1,16
2019,NA,"FRASER, Marcus",5,2,16
2019,NA,"FURYK, Jim",5,1,16
2019,NA,"FURYK, Jim",3,2,16
2019,NA,"FURYK, Jim",5,3,16
2019,NA,"FURYK, Jim",5,4,16
2019,NA,"GAGNE, Luis",4,1,16
2019,NA,"GAGNE, Luis",4,2,16
2019,NA,"GARCIA, Sergio",4,1,16
2019,NA,"GARCIA, Sergio",4,2,16
2019,NA,"GARCIA, Sergio",4,3,16
2019,NA,"GARCIA, Sergio",5,4,16
2019,NA,"GLOVER, Lucas",6,1,16
2019,NA,"GLOVER, Lucas",4,2,16
2019,NA,"GRACE, Branden",4,1,16
2019,NA,"GRACE, Branden",4,2,16
2019,NA,"GRIBBLE, Cody",5,1,16
2019,NA,"GRIBBLE, Cody",4,2,16
2019,NA,"GRILLO, Emiliano",4,1,16
2019,NA,"GRILLO, Emiliano",4,2,16
2019,NA,"GRILLO, Emiliano",4,3,16
2019,NA,"GRILLO, Emiliano",5,4,16
2019,NA,"GUTHRIE, Luke",4,1,16
2019,NA,"GUTHRIE, Luke",5,2,16
2019,NA,"HADLEY, Chesson",4,1,16
2019,NA,"HADLEY, Chesson",3,2,16
2019,NA,"HADLEY, Chesson",3,3,16
2019,NA,"HADLEY, Chesson",3,4,16
2019,NA,"HAGESTAD, Stewart (a)",5,1,16
2019,NA,"HAGESTAD, Stewart (a)",4,2,16
2019,NA,"HALVORSEN, Andreas",5,1,16
2019,NA,"HALVORSEN, Andreas",4,2,16
2019,NA,"HARDING, Justin",4,1,16
2019,NA,"HARDING, Justin",3,2,16
2019,NA,"HARDY, Nick",5,1,16
2019,NA,"HARDY, Nick",3,2,16
2019,NA,"HATTON, Tyrrell",5,1,16
2019,NA,"HATTON, Tyrrell",4,2,16
2019,NA,"HATTON, Tyrrell",4,3,16
2019,NA,"HATTON, Tyrrell",4,4,16
2019,NA,"HILLIER, Daniel (a)",4,1,16
2019,NA,"HILLIER, Daniel (a)",5,2,16
2019,NA,"HOGE, Tom",4,1,16
2019,NA,"HOGE, Tom",3,2,16
2019,NA,"HOGE, Tom",4,3,16
2019,NA,"HOGE, Tom",5,4,16
2019,NA,"HOLMES, J.B.",4,1,16
2019,NA,"HOLMES, J.B.",4,2,16
2019,NA,"HORIKAWA, Mikumu",4,1,16
2019,NA,"HORIKAWA, Mikumu",4,2,16
2019,NA,"HORSCHEL, Billy",5,1,16
2019,NA,"HORSCHEL, Billy",3,2,16
2019,NA,"HORSCHEL, Billy",4,3,16
2019,NA,"HORSCHEL, Billy",5,4,16
2019,NA,"HORSFIELD, Sam",3,1,16
2019,NA,"HORSFIELD, Sam",3,2,16
2019,NA,"HOVLAND, Viktor",4,1,16
2019,NA,"HOVLAND, Viktor",4,2,16
2019,NA,"HOVLAND, Viktor",4,3,16
2019,NA,"HOVLAND, Viktor",4,4,16
2019,NA,"HOWELL III,",4,1,16
2019,NA,"HOWELL III,",4,2,16
2019,NA,"HOWELL III,",4,3,16
2019,NA,"HOWELL III,",4,4,16
2019,NA,"HURLEY III,",5,1,16
2019,NA,"HURLEY III,",4,2,16
2019,NA,"HURLEY III,",4,3,16
2019,NA,"HURLEY III,",4,4,16
2019,NA,"ICHIHARA, Kodai",4,1,16
2019,NA,"ICHIHARA, Kodai",5,2,16
2019,NA,"IMAHIRA, Shugo",4,1,16
2019,NA,"IMAHIRA, Shugo",3,2,16
2019,NA,"JOHNSON, Dustin",3,1,16
2019,NA,"JOHNSON, Dustin",4,2,16
2019,NA,"JOHNSON, Dustin",5,3,16
2019,NA,"JOHNSON, Dustin",4,4,16
2019,NA,"JOHNSON, Zach",4,1,16
2019,NA,"JOHNSON, Zach",4,2,16
2019,NA,"JOHNSON, Zach",4,3,16
2019,NA,"JOHNSON, Zach",4,4,16
2019,NA,"JONES, Matt",4,1,16
2019,NA,"JONES, Matt",3,2,16
2019,NA,"KAYMER, Martin",4,1,16
2019,NA,"KAYMER, Martin",4,2,16
2019,NA,"KAYMER, Martin",4,3,16
2019,NA,"KAYMER, Martin",4,4,16
2019,NA,"KIM, Chan",5,1,16
2019,NA,"KIM, Chan",4,2,16
2019,NA,"KIM, Si Woo",4,1,16
2019,NA,"KIM, Si Woo",4,2,16
2019,NA,"KINHULT, Marcus",4,1,16
2019,NA,"KINHULT, Marcus",3,2,16
2019,NA,"KINHULT, Marcus",5,3,16
2019,NA,"KINHULT, Marcus",5,4,16
2019,NA,"KISNER, Kevin",4,1,16
2019,NA,"KISNER, Kevin",4,2,16
2019,NA,"KISNER, Kevin",4,3,16
2019,NA,"KISNER, Kevin",4,4,16
2019,NA,"KIZZIRE, Patton",5,1,16
2019,NA,"KIZZIRE, Patton",3,2,16
2019,NA,"KOEPKA, Brooks",4,1,16
2019,NA,"KOEPKA, Brooks",3,2,16
2019,NA,"KOEPKA, Brooks",4,3,16
2019,NA,"KOEPKA, Brooks",4,4,16
2019,NA,"KUCHAR, Matt",4,1,16
2019,NA,"KUCHAR, Matt",4,2,16
2019,NA,"KUCHAR, Matt",5,3,16
2019,NA,"KUCHAR, Matt",4,4,16
2019,NA,"LAHIRI, Anirban",4,1,16
2019,NA,"LAHIRI, Anirban",5,2,16
2019,NA,"LASHLEY, Nate",4,1,16
2019,NA,"LASHLEY, Nate",3,2,16
2019,NA,"LASHLEY, Nate",5,3,16
2019,NA,"LASHLEY, Nate",4,4,16
2019,NA,"LEE, K.H.",4,1,16
2019,NA,"LEE, K.H.",3,2,16
2019,NA,"LEE, Richard",3,1,16
2019,NA,"LEE, Richard",4,2,16
2019,NA,"LEISHMAN, Marc",4,1,16
2019,NA,"LEISHMAN, Marc",4,2,16
2019,NA,"LEISHMAN, Marc",4,3,16
2019,NA,"LEISHMAN, Marc",3,4,16
2019,NA,"LI, Haotong",4,1,16
2019,NA,"LI, Haotong",4,2,16
2019,NA,"LI, Haotong",5,3,16
2019,NA,"LI, Haotong",4,4,16
2019,NA,"LIST, Luke",5,1,16
2019,NA,"LIST, Luke",4,2,16
2019,NA,"LOWRY, Shane",4,1,16
2019,NA,"LOWRY, Shane",4,2,16
2019,NA,"LOWRY, Shane",4,3,16
2019,NA,"LOWRY, Shane",4,4,16
2019,NA,"MATSUYAMA, Hideki",4,1,16
2019,NA,"MATSUYAMA, Hideki",4,2,16
2019,NA,"MATSUYAMA, Hideki",3,3,16
2019,NA,"MATSUYAMA, Hideki",3,4,16
2019,NA,"MCDANIEL, Chip",4,1,16
2019,NA,"MCDANIEL, Chip",4,2,16
2019,NA,"MCDANIEL, Chip",4,3,16
2019,NA,"MCDANIEL, Chip",3,4,16
2019,NA,"MCDOWELL, Graeme",4,1,16
2019,NA,"MCDOWELL, Graeme",4,2,16
2019,NA,"MCDOWELL, Graeme",4,3,16
2019,NA,"MCDOWELL, Graeme",5,4,16
2019,NA,"MCILROY, Rory",4,1,16
2019,NA,"MCILROY, Rory",3,2,16
2019,NA,"MCILROY, Rory",4,3,16
2019,NA,"MCILROY, Rory",6,4,16
2019,NA,"MICKELSON, Phil",5,1,16
2019,NA,"MICKELSON, Phil",4,2,16
2019,NA,"MICKELSON, Phil",4,3,16
2019,NA,"MICKELSON, Phil",4,4,16
2019,NA,"MITCHELL, Keith",4,1,16
2019,NA,"MITCHELL, Keith",4,2,16
2019,NA,"MOLINARI, Francesco",4,1,16
2019,NA,"MOLINARI, Francesco",4,2,16
2019,NA,"MOLINARI, Francesco",4,3,16
2019,NA,"MOLINARI, Francesco",4,4,16
2019,NA,"MORIKAWA, Collin",4,1,16
2019,NA,"MORIKAWA, Collin",3,2,16
2019,NA,"MORIKAWA, Collin",4,3,16
2019,NA,"MORIKAWA, Collin",5,4,16
2019,NA,"NA, Kevin",5,1,16
2019,NA,"NA, Kevin",4,2,16
2019,NA,"NAUMEC, Matthew",4,1,16
2019,NA,"NAUMEC, Matthew",5,2,16
2019,NA,"NOREN, Alex",4,1,16
2019,NA,"NOREN, Alex",4,2,16
2019,NA,"NORTON, Noah (a)",5,1,16
2019,NA,"NORTON, Noah (a)",5,2,16
2019,NA,"O'CONNELL, Kevin (a)",3,1,16
2019,NA,"O'CONNELL, Kevin (a)",4,2,16
2019,NA,"OLESEN, Thorbjorn",4,1,16
2019,NA,"OLESEN, Thorbjorn",4,2,16
2019,NA,"OOSTHUIZEN, Louis",5,1,16
2019,NA,"OOSTHUIZEN, Louis",5,2,16
2019,NA,"OOSTHUIZEN, Louis",3,3,16
2019,NA,"OOSTHUIZEN, Louis",4,4,16
2019,NA,"OPPENHEIM, Rob",4,1,16
2019,NA,"OPPENHEIM, Rob",4,2,16
2019,NA,"ORTIZ, Carlos",4,1,16
2019,NA,"ORTIZ, Carlos",5,2,16
2019,NA,"ORTIZ, Carlos",4,3,16
2019,NA,"ORTIZ, Carlos",4,4,16
2019,NA,"PAN, C.T.",4,1,16
2019,NA,"PAN, C.T.",3,2,16
2019,NA,"PARATORE, Renato",5,1,16
2019,NA,"PARATORE, Renato",4,2,16
2019,NA,"PARZIALE, Matt (a)",5,1,16
2019,NA,"PARZIALE, Matt (a)",4,2,16
2019,NA,"PAVON, Matthieu",4,1,16
2019,NA,"PAVON, Matthieu",4,2,16
2019,NA,"PEREIRA, Guillermo",4,1,16
2019,NA,"PEREIRA, Guillermo",4,2,16
2019,NA,"PIERCY, Scott",4,1,16
2019,NA,"PIERCY, Scott",4,2,16
2019,NA,"PIERCY, Scott",5,3,16
2019,NA,"PIERCY, Scott",5,4,16
2019,NA,"PIETERS, Thomas",5,1,16
2019,NA,"PIETERS, Thomas",4,2,16
2019,NA,"POPE, Andy",4,1,16
2019,NA,"POPE, Andy",4,2,16
2019,NA,"POPE, Andy",3,3,16
2019,NA,"POPE, Andy",4,4,16
2019,NA,"POULTER, Ian",4,1,16
2019,NA,"POULTER, Ian",4,2,16
2019,NA,"PRUGH, Alex",5,1,16
2019,NA,"PRUGH, Alex",3,2,16
2019,NA,"PRUGH, Alex",4,3,16
2019,NA,"PRUGH, Alex",4,4,16
2019,NA,"PUTNAM, Andrew",4,1,16
2019,NA,"PUTNAM, Andrew",4,2,16
2019,NA,"PUTNAM, Andrew",4,3,16
2019,NA,"PUTNAM, Andrew",4,4,16
